txid,observed_at,block_time,block_height,confirmed,fee_sats,fee_btc,value_sats,value_btc,vsize,fee_rate_sat_vb,input_count,output_count,status,data_source,collection_mode,india_attribution_status,privacy_note
4a5e1e4baab89f3a32518a88c31bc87f618f76673e2cc77ab2127b7afdeda33b,2026-08-30T14:22:10Z,2026-08-30T14:20:05Z,892100,true,14520,0.00014520,185000000,1.85000000,224,64.82,2,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
b28f731cc91e0a8d6e32bc1f568a91c238e89f8123bc6518723984afc7823901,2026-08-30T14:23:45Z,2026-08-30T14:20:05Z,892100,true,8420,0.00008420,42100000,0.42100000,141,59.72,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
c77192a83e01bc8947261aefd440192bc9381746253819284716382910394857,2026-08-30T14:25:12Z,2026-08-30T14:20:05Z,892100,true,32400,0.00032400,560000000,5.60000000,372,87.10,4,3,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
f901823746192837465019283746501928374650192837465019283746501928,2026-08-30T14:27:00Z,2026-08-30T14:20:05Z,892100,true,6200,0.00006200,12500000,0.12500000,110,56.36,1,1,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
1829304958671829304958671829304958671829304958671829304958671829,2026-08-30T14:31:18Z,2026-08-30T14:29:40Z,892101,true,18900,0.00018900,240000000,2.40000000,285,66.32,2,4,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
aa77bb88cc99dd00ee11ff223344556677889900aabbccddeeff001122334455,2026-08-30T14:33:05Z,2026-08-30T14:29:40Z,892101,true,9200,0.00009200,89000000,0.89000000,166,55.42,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
554433221100ffeeddccbbaa99887766554433221100ffeeddccbbaa99887766,2026-08-30T14:35:22Z,2026-08-30T14:29:40Z,892101,true,45100,0.00045100,875000000,8.75000000,480,93.96,5,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
3b8192a01f92837465c019284756b1029384756c0192837465a0192837465b01,2026-08-30T14:40:11Z,2026-08-30T14:38:15Z,892102,true,7500,0.00007500,31000000,0.31000000,140,53.57,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
8c91a0b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0,2026-08-30T14:42:04Z,2026-08-30T14:38:15Z,892102,true,28100,0.00028100,320000000,3.20000000,310,90.65,3,3,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
112233445566778899aabbccddeeff00112233445566778899aabbccddeeff00,2026-08-30T14:45:50Z,2026-08-30T14:38:15Z,892102,true,5100,0.00005100,9500000,0.09500000,112,45.54,1,1,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
99887766554433221100ffeeddccbbaa99887766554433221100ffeeddccbbaa,2026-08-30T14:50:33Z,2026-08-30T14:48:50Z,892103,true,12400,0.00012400,140000000,1.40000000,188,65.96,2,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6f7a8b9c0d1e2,2026-08-30T14:52:19Z,2026-08-30T14:48:50Z,892103,true,6800,0.00006800,55000000,0.55000000,142,47.89,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4,2026-08-30T14:55:01Z,2026-08-30T14:48:50Z,892103,true,52000,0.00052000,1200000000,12.00000000,540,96.30,6,4,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
f5a6b7c8d9e0f1a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6,2026-08-30T15:01:10Z,2026-08-30T14:58:22Z,892104,true,8900,0.00008900,78000000,0.78000000,165,53.94,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b,2026-08-30T15:03:45Z,2026-08-30T14:58:22Z,892104,true,16200,0.00016200,210000000,2.10000000,225,72.00,2,3,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d,2026-08-30T15:07:30Z,2026-08-30T14:58:22Z,892104,true,4100,0.00004100,18000000,0.18000000,111,36.94,1,1,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f,2026-08-30T15:12:15Z,2026-08-30T15:10:05Z,892105,true,21500,0.00021500,450000000,4.50000000,280,76.79,3,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b,2026-08-30T15:14:40Z,2026-08-30T15:10:05Z,892105,true,9600,0.00009600,92000000,0.92000000,166,57.83,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d,2026-08-30T15:18:22Z,2026-08-30T15:10:05Z,892105,true,38200,0.00038200,670000000,6.70000000,410,93.17,4,4,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f,2026-08-30T15:21:05Z,2026-08-30T15:19:12Z,892106,true,7100,0.00007100,48000000,0.48000000,140,50.71,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2,2026-08-30T15:23:44Z,2026-08-30T15:19:12Z,892106,true,15400,0.00015400,195000000,1.95000000,224,68.75,2,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4,2026-08-30T15:26:18Z,2026-08-30T15:19:12Z,892106,true,29900,0.00029900,510000000,5.10000000,340,87.94,3,3,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6,2026-08-30T15:30:55Z,2026-08-30T15:28:44Z,892107,true,8100,0.00008100,62000000,0.62000000,164,49.39,1,2,CONFIRMED,Public Bitcoin Blockchain Context (Cached Demo Sample),Offline cached sample,No verified India attribution possible from public on-chain data,Public blockchain fields do not reveal verified wallet owner identity, IP address, state, city, or nationality.
